Fudge,3,0,Adult,Domestic Short Hair & Tabby Mix,Tabby (Buff / Tan / Fawn),Small,Female,"Quiet, Friendly, Couch potato",,Yes,"Vaccinations up to date, spayed / neutered.",Dogs.,,,Short,,Animal Life Savers Inc.,1,No
Rye,3,1,Kitten,Domestic Short Hair,Black & White / Tuxedo,Small,Male,"Friendly, Brave, Funny, Athletic, Curious, Playful, Loves kisses, Affectionate",,Yes,"Vaccinations up to date, spayed / neutered.","Other cats, dogs, children, other animals. All.",$150.00,,Short,49,Animal Life Savers Inc.,1,No
Wheat,5,1,Kitten,Domestic Short Hair,Black & White / Tuxedo,Small,Male,"Friendly, Brave, Funny, Athletic, Curious, Playful, Loves kisses, Affectionate",,Yes,"Vaccinations up to date, spayed / neutered.","Other cats, dogs, children, other animals. All.",$150.00,,Short,49,Animal Life Savers Inc.,1,No
Barley,2,1,Kitten,Domestic Short Hair,Black & White / Tuxedo,Small,Female,"Friendly, Brave, Funny, Athletic, Curious, Playful, Loves kisses, Affectionate",,Yes,"Vaccinations up to date, spayed / neutered.","Other cats, dogs, children, other animals. All.",$150.00,,Short,49,Animal Life Savers Inc.,1,No
Nicolas,4,0,Kitten,Domestic Short Hair,Black,Small,Male,"Friendly, Affectionate, Brave, Playful, Curious, Independent, Funny, Athletic",,Yes,"Vaccinations up to date, spayed / neutered.","Other cats, dogs, children, other animals. All.",$150.00,,Short,129,Animal Life Savers Inc.,1,No
Mr Cool,2,0,Young,Bombay Mix,,Medium,Male,"Friendly, Affectionate, Gentle, Playful, Smart, Brave, Curious, Independent, Funny, Couch potato, Loves kisses",,Yes,"Vaccinations up to date, spayed / neutered.",Other cats.,,,Short,57,"Animals Are Forever, Inc",1,No
Leo,2,0,Senior,Domestic Short Hair,Tabby (Gray / Blue / Silver),Medium,Male,,,Yes,"Vaccinations up to date, spayed / neutered.","Other cats, children.",,,Short,80,Bergen County Animal Shelter,1,No
Bonnie & Cherry - MUST GO TOGETHER,4,0,Kitten,Domestic Short Hair Mix,Gray / Blue / Silver,Small,Female,"Friendly, Affectionate, Curious, Independent",,Yes,Vaccinations up to date.,"Other cats, children.",$299.97,,Short,198,Cat Castle NYC,1,No
Star,2,0,Kitten,Domestic Short Hair,Gray & White,Small,Female,"Friendly, Affectionate, Loyal, Playful, Smart, Curious, Funny, Gentle, Loves kisses",,Yes,Vaccinations up to date.,"Dogs, children, other animals. friendly dogs.",$150.00,,Short,40,Animal Adoption Veterinary Center,1,No
Bell,2,0,Kitten,Domestic Short Hair,Gray & White,Small,Female,"Friendly, Affectionate, Loyal, Playful, Smart, Curious, Funny, Gentle, Loves kisses",,Yes,Vaccinations up to date.,"Dogs, children, other animals. friendly dogs.",,,Short,40,Animal Adoption Veterinary Center,1,No
RINGO,3,0,Kitten,Bombay & Siamese Mix,Black,Small,Male,,,Yes,"Vaccinations up to date, spayed / neutered.",Children.,,,Short,104,"For Blake's Sake Rescue, Inc.",1,No
LUCY,3,0,Kitten,Bombay & Burmese Mix,Black,Small,Female,,,Yes,"Vaccinations up to date, spayed / neutered.",Children.,,,Short,108,"For Blake's Sake Rescue, Inc.",1,No
PENNY,4,0,Kitten,Tabby & Russian Blue Mix,Gray & White,Small,Female,,,Yes,"Vaccinations up to date, spayed / neutered.",Children.,,,Short,106,"For Blake's Sake Rescue, Inc.",1,No
